Rank,Player 1,Player 2,Stage,Winner
master-diamond,Sheik,Marth,Pokémon Stadium,Player 1
master-diamond,Marth,Falco,Final Destination,Player 1
master-diamond,Pikachu,Luigi,Pokémon Stadium,Player 1
master-diamond,Marth,Captain Falcon,Battlefield,Player 1
master-diamond,Fox,Fox,Pokémon Stadium,Player 2
master-diamond,Sheik,Sheik,Final Destination,Player 1
master-diamond,Falco,Fox,Yoshi’s Story,Player 1
master-diamond,Pikachu,Ganondorf,Final Destination,Player 1
master-diamond,Luigi,Fox,Fountain of Dreams,Player 1
master-diamond,Peach,Marth,Final Destination,Player 2
master-diamond,Captain Falcon,Jigglypuff,Yoshi’s Story,Player 1
master-diamond,Samus,Dr. Mario,Final Destination,Player 2
master-diamond,Falco,Falco,Final Destination,Player 1
master-diamond,Marth,Falco,Final Destination,Player 1
master-diamond,Yoshi,Peach,Dream Land,Player 1
master-diamond,Marth,Peach,Final Destination,Player 2
master-diamond,Fox,Captain Falcon,Dream Land,Player 1
master-diamond,Sheik,Falco,Fountain of Dreams,Player 2
master-diamond,Marth,Falco,Final Destination,Player 1
master-diamond,Marth,Falco,Pokémon Stadium,Player 1
master-diamond,Mr. Game & Watch,Marth,Yoshi’s Story,Player 1
master-diamond,Falco,Marth,Pokémon Stadium,Player 2
master-diamond,Marth,Fox,Dream Land,Player 1
master-diamond,Yoshi,Falco,Yoshi’s Story,Player 1
master-diamond,Fox,Fox,Battlefield,Player 2
master-diamond,Marth,Marth,Pokémon Stadium,Player 2
master-diamond,Fox,Fox,Pokémon Stadium,Player 2
master-diamond,Fox,Yoshi,Final Destination,Player 2
master-diamond,Marth,Falco,Yoshi’s Story,Player 1
master-diamond,Mr. Game & Watch,Fox,Battlefield,Player 2
master-diamond,Jigglypuff,Jigglypuff,Fountain of Dreams,Player 2
master-diamond,Falco,Fox,Fountain of Dreams,Player 1
master-diamond,Fox,Fox,Pokémon Stadium,Player 2
master-diamond,Falco,Falco,Pokémon Stadium,Player 1
master-diamond,Fox,Fox,Yoshi’s Story,Player 1
master-diamond,Captain Falcon,Fox,Fountain of Dreams,Player 1
master-diamond,Jigglypuff,Sheik,Final Destination,Player 1
master-diamond,Fox,Fox,Yoshi’s Story,Player 2
master-diamond,Ice Climbers,Captain Falcon,Final Destination,Player 2
master-diamond,Sheik,Link,Final Destination,Player 1
master-diamond,Captain Falcon,Fox,Final Destination,Player 1
master-diamond,Captain Falcon,Sheik,Fountain of Dreams,Player 2
master-diamond,Fox,Fox,Yoshi’s Story,Player 1
master-diamond,Young Link,Ice Climbers,Battlefield,Player 2
master-diamond,Fox,Falco,Yoshi’s Story,Player 2
master-diamond,Marth,Fox,Dream Land,Player 1
master-diamond,Fox,Sheik,Final Destination,Player 1
master-diamond,Falco,Ganondorf,Yoshi’s Story,Player 2
master-diamond,Fox,Falco,Dream Land,Player 1
master-diamond,Fox,Sheik,Final Destination,Player 1
master-diamond,Jigglypuff,Peach,Battlefield,Player 1
master-diamond,Fox,Ice Climbers,Yoshi’s Story,Player 1
master-diamond,Fox,Bowser,Fountain of Dreams,Player 2
master-diamond,Falco,Jigglypuff,Dream Land,Player 1
master-diamond,Sheik,Falco,Battlefield,Player 1
master-diamond,Ice Climbers,Falco,Pokémon Stadium,Player 1
master-diamond,Marth,Fox,Final Destination,Player 2
master-diamond,Fox,Marth,Final Destination,Player 1
master-diamond,Captain Falcon,Luigi,Fountain of Dreams,Player 2
master-diamond,Sheik,Ice Climbers,Final Destination,Player 1
master-diamond,Captain Falcon,Marth,Yoshi’s Story,Player 1
master-diamond,Jigglypuff,Falco,Pokémon Stadium,Player 2
master-diamond,Dr. Mario,Falco,Yoshi’s Story,Player 2
master-diamond,Marth,Mr. Game & Watch,Pokémon Stadium,Player 2
master-diamond,Fox,Falco,Pokémon Stadium,Player 1
master-diamond,Fox,Captain Falcon,Final Destination,Player 2
master-diamond,Falco,Falco,Pokémon Stadium,Player 1
master-diamond,Captain Falcon,Sheik,Final Destination,Player 1
master-diamond,Fox,Marth,Pokémon Stadium,Player 1
master-diamond,Falco,Samus,Pokémon Stadium,Player 2
master-diamond,Dr. Mario,Falco,Pokémon Stadium,Player 2
master-diamond,Captain Falcon,Falco,Pokémon Stadium,Player 1
master-diamond,Captain Falcon,Fox,Final Destination,Player 1
master-diamond,Jigglypuff,Captain Falcon,Pokémon Stadium,Player 1
master-diamond,Kirby,Mr. Game & Watch,Pokémon Stadium,Player 2
master-diamond,Peach,Falco,Yoshi’s Story,Player 1
master-diamond,Falco,Fox,Battlefield,Player 2
master-diamond,Fox,Fox,Pokémon Stadium,Player 1
master-diamond,Captain Falcon,Sheik,Final Destination,Player 2
master-diamond,Fox,Fox,Final Destination,Player 1
master-diamond,Marth,Samus,Final Destination,Player 1
master-diamond,Luigi,Luigi,Yoshi’s Story,Player 1
master-diamond,Yoshi,Fox,Final Destination,Player 1
master-diamond,Captain Falcon,Sheik,Final Destination,Player 1
master-diamond,Marth,Fox,Yoshi’s Story,Player 1
master-diamond,Yoshi,Fox,Battlefield,Player 2
master-diamond,Marth,Pikachu,Final Destination,Player 1
master-diamond,Fox,Captain Falcon,Pokémon Stadium,Player 1
master-diamond,Peach,Captain Falcon,Dream Land,Player 1
master-diamond,Sheik,Fox,Pokémon Stadium,Player 1
master-diamond,Marth,Fox,Pokémon Stadium,Player 1
master-diamond,Pikachu,Ganondorf,Yoshi’s Story,Player 2
master-diamond,Fox,Peach,Yoshi’s Story,Player 1
master-diamond,Peach,Samus,Final Destination,Player 1
master-diamond,Dr. Mario,Roy,Yoshi’s Story,Player 1
master-diamond,Sheik,Sheik,Final Destination,Player 2
master-diamond,Falco,Marth,Fountain of Dreams,Player 1
master-diamond,Fox,Ganondorf,Final Destination,Player 1
master-diamond,Ganondorf,Falco,Final Destination,Player 2
master-diamond,Yoshi,Marth,Pokémon Stadium,Player 1
master-diamond,Captain Falcon,Falco,Final Destination,Player 2
master-diamond,Pikachu,Ness,Yoshi’s Story,Player 1
master-diamond,Peach,Peach,Fountain of Dreams,Player 1
master-diamond,Samus,Sheik,Dream Land,Player 2
master-diamond,Pikachu,Fox,Fountain of Dreams,Player 1
master-diamond,Fox,Fox,Final Destination,Player 1
master-diamond,Captain Falcon,Sheik,Final Destination,Player 2
master-diamond,Sheik,Pikachu,Dream Land,Player 2
master-diamond,Captain Falcon,Fox,Pokémon Stadium,Player 1
master-diamond,Marth,Peach,Final Destination,Player 2
master-diamond,Jigglypuff,Sheik,Final Destination,Player 1
master-diamond,Captain Falcon,Peach,Fountain of Dreams,Player 1
master-diamond,Fox,Falco,Fountain of Dreams,Player 1
master-diamond,Fox,Sheik,Yoshi’s Story,Player 1
master-diamond,Fox,Captain Falcon,Final Destination,Player 1
master-diamond,Yoshi,Fox,Final Destination,Player 1
master-diamond,Peach,Falco,Final Destination,Player 2
master-diamond,Fox,Falco,Pokémon Stadium,Player 1
master-diamond,Fox,Jigglypuff,Final Destination,Player 1
master-diamond,Peach,Falco,Fountain of Dreams,Player 1
master-diamond,Fox,Marth,Pokémon Stadium,Player 1
master-diamond,Falco,Jigglypuff,Fountain of Dreams,Player 2
master-diamond,Marth,Jigglypuff,Final Destination,Player 2
master-diamond,Peach,Sheik,Battlefield,Player 2
master-diamond,Samus,Fox,Yoshi’s Story,Player 1
master-diamond,Ice Climbers,Fox,Final Destination,Player 1
master-diamond,Captain Falcon,Falco,Battlefield,Player 1
master-diamond,Fox,Sheik,Final Destination,Player 1
master-diamond,Marth,Fox,Pokémon Stadium,Player 1
master-diamond,Ice Climbers,Captain Falcon,Yoshi’s Story,Player 1
master-diamond,Marth,Fox,Final Destination,Player 1
master-diamond,Pikachu,Marth,Final Destination,Player 1
master-diamond,Sheik,Captain Falcon,Final Destination,Player 2
master-diamond,Fox,Fox,Pokémon Stadium,Player 2
master-diamond,Samus,Mr. Game & Watch,Final Destination,Player 1
master-diamond,Falco,Mewtwo,Final Destination,Player 2
master-diamond,Marth,Fox,Pokémon Stadium,Player 2
master-diamond,Fox,Falco,Final Destination,Player 1
master-diamond,Fox,Luigi,Final Destination,Player 2
master-diamond,Samus,Fox,Final Destination,Player 2
master-diamond,Luigi,Fox,Final Destination,Player 2
master-diamond,Captain Falcon,Captain Falcon,Pokémon Stadium,Player 1
master-diamond,Falco,Fox,Yoshi’s Story,Player 1
master-diamond,Fox,Fox,Yoshi’s Story,Player 1
master-diamond,Captain Falcon,Falco,Pokémon Stadium,Player 1
master-diamond,Jigglypuff,Marth,Final Destination,Player 1
master-diamond,Peach,Ice Climbers,Final Destination,Player 2
master-diamond,Sheik,Fox,Final Destination,Player 1
master-diamond,Marth,Sheik,Yoshi’s Story,Player 1
master-diamond,Fox,Marth,Yoshi’s Story,Player 1
master-diamond,Fox,Bowser,Final Destination,Player 2
master-diamond,Falco,Jigglypuff,Final Destination,Player 1
master-diamond,Peach,Marth,Final Destination,Player 1
master-diamond,Fox,Fox,Final Destination,Player 1
master-diamond,Falco,Dr. Mario,Fountain of Dreams,Player 1
master-diamond,Captain Falcon,Samus,Pokémon Stadium,Player 1
master-diamond,Luigi,Ness,Pokémon Stadium,Player 1
master-diamond,Fox,Captain Falcon,Dream Land,Player 1
master-diamond,Marth,Sheik,Pokémon Stadium,Player 1
master-diamond,Fox,Jigglypuff,Pokémon Stadium,Player 1
master-diamond,Fox,Mewtwo,Pokémon Stadium,Player 2
master-diamond,Marth,Mr. Game & Watch,Final Destination,Player 2
master-diamond,Jigglypuff,Mewtwo,Pokémon Stadium,Player 1
master-diamond,Dr. Mario,Falco,Fountain of Dreams,Player 1
master-diamond,Ganondorf,Fox,Dream Land,Player 2
master-diamond,Samus,Ness,Final Destination,Player 1
master-diamond,Fox,Fox,Dream Land,Player 1
master-diamond,Captain Falcon,Dr. Mario,Final Destination,Player 1
master-diamond,Mr. Game & Watch,Fox,Pokémon Stadium,Player 2
master-diamond,Fox,Captain Falcon,Pokémon Stadium,Player 2
master-diamond,Marth,Fox,Yoshi’s Story,Player 1
master-diamond,Falco,Fox,Fountain of Dreams,Player 2
master-diamond,Sheik,Captain Falcon,Final Destination,Player 2
master-diamond,Fox,Falco,Yoshi’s Story,Player 1
master-diamond,Fox,Fox,Dream Land,Player 1
master-diamond,Fox,Falco,Dream Land,Player 2
master-diamond,Falco,Ganondorf,Yoshi’s Story,Player 2
master-diamond,Jigglypuff,Falco,Battlefield,Player 2
master-diamond,Falco,Ness,Final Destination,Player 1
master-diamond,Fox,Falco,Yoshi’s Story,Player 2
master-diamond,Fox,Fox,Final Destination,Player 2
master-diamond,Fox,Marth,Yoshi’s Story,Player 1
master-diamond,Marth,Marth,Final Destination,Player 1
master-diamond,Falco,Marth,Fountain of Dreams,Player 1
master-diamond,Ice Climbers,Falco,Pokémon Stadium,Player 2
master-diamond,Sheik,Peach,Battlefield,Player 1
master-diamond,Dr. Mario,Falco,Pokémon Stadium,Player 1
master-diamond,Fox,Marth,Final Destination,Player 2
master-diamond,Fox,Captain Falcon,Pokémon Stadium,Player 1
master-diamond,Falco,Sheik,Final Destination,Player 2
master-diamond,Marth,Marth,Final Destination,Player 1
master-diamond,Fox,Link,Battlefield,Player 1
master-diamond,Ice Climbers,Peach,Fountain of Dreams,Player 1
master-diamond,Sheik,Fox,Pokémon Stadium,Player 1
master-diamond,Fox,Captain Falcon,Yoshi’s Story,Player 1
master-diamond,Falco,Ganondorf,Yoshi’s Story,Player 2
master-diamond,Captain Falcon,Falco,Final Destination,Player 1
master-diamond,Sheik,Fox,Yoshi’s Story,Player 1
master-diamond,Falco,Marth,Pokémon Stadium,Player 1
master-diamond,Sheik,Marth,Final Destination,Player 2
master-diamond,Falco,Fox,Yoshi’s Story,Player 2
master-diamond,Jigglypuff,Fox,Fountain of Dreams,Player 2
master-diamond,Jigglypuff,Fox,Final Destination,Player 1
master-diamond,Falco,Falco,Yoshi’s Story,Player 2
master-diamond,Falco,Jigglypuff,Final Destination,Player 1
master-diamond,Fox,Sheik,Dream Land,Player 1
master-diamond,Fox,Peach,Yoshi’s Story,Player 2
master-diamond,Marth,Falco,Final Destination,Player 1
master-diamond,Link,Sheik,Yoshi’s Story,Player 1
master-diamond,Marth,Falco,Final Destination,Player 1
master-diamond,Sheik,Falco,Final Destination,Player 1
master-diamond,Fox,Falco,Final Destination,Player 1
master-diamond,Fox,Fox,Yoshi’s Story,Player 2
master-diamond,Falco,Fox,Yoshi’s Story,Player 1
master-diamond,Young Link,Falco,Pokémon Stadium,Player 2
master-diamond,Captain Falcon,Marth,Pokémon Stadium,Player 1
master-diamond,Falco,Marth,Battlefield,Player 2
master-diamond,Link,Falco,Yoshi’s Story,Player 2
master-diamond,Peach,Sheik,Final Destination,Player 2
master-diamond,Jigglypuff,Fox,Yoshi’s Story,Player 2
master-diamond,Fox,Mr. Game & Watch,Final Destination,Player 2
master-diamond,Falco,Jigglypuff,Final Destination,Player 2
master-master,Falco,Marth,Yoshi’s Story,Player 1
master-master,Marth,Young Link,Final Destination,Player 1
master-master,Pikachu,Falco,Yoshi’s Story,Player 1
master-master,Falco,Jigglypuff,Pokémon Stadium,Player 1
master-master,Sheik,Fox,Final Destination,Player 1
master-master,Marth,Fox,Final Destination,Player 2
master-master,Ganondorf,Captain Falcon,Yoshi’s Story,Player 1
master-master,Pikachu,Falco,Fountain of Dreams,Player 1
master-master,Jigglypuff,Marth,Pokémon Stadium,Player 1
master-master,Fox,Fox,Dream Land,Player 1
master-master,Sheik,Peach,Fountain of Dreams,Player 2
master-master,Donkey Kong,Fox,Pokémon Stadium,Player 2
master-master,Fox,Captain Falcon,Yoshi’s Story,Player 2
master-master,Fox,Fox,Yoshi’s Story,Player 1
master-master,Falco,Yoshi,Pokémon Stadium,Player 1
master-master,Marth,Captain Falcon,Battlefield,Player 2
master-master,Falco,Sheik,Final Destination,Player 2
master-master,Sheik,Fox,Battlefield,Player 1
master-master,Ganondorf,Fox,Dream Land,Player 1
master-master,Fox,Fox,Pokémon Stadium,Player 2
master-master,Ganondorf,Jigglypuff,Final Destination,Player 2
master-master,Dr. Mario,Sheik,Yoshi’s Story,Player 2
master-master,Bowser,Sheik,Final Destination,Player 2
master-master,Fox,Sheik,Final Destination,Player 2
master-master,Fox,Marth,Yoshi’s Story,Player 1
master-master,Peach,Falco,Dream Land,Player 2
master-master,Falco,Fox,Fountain of Dreams,Player 1
master-master,Fox,Fox,Dream Land,Player 2
master-master,Sheik,Marth,Battlefield,Player 1
master-master,Falco,Sheik,Final Destination,Player 1
master-master,Young Link,Pikachu,Fountain of Dreams,Player 2
master-master,Fox,Fox,Yoshi’s Story,Player 2
master-master,Jigglypuff,Peach,Final Destination,Player 2
master-master,Samus,Falco,Battlefield,Player 2
master-master,Marth,Yoshi,Final Destination,Player 2
master-master,Peach,Fox,Battlefield,Player 2
master-master,Marth,Sheik,Final Destination,Player 2
master-master,Ice Climbers,Fox,Yoshi’s Story,Player 2
master-master,Pikachu,Fox,Yoshi’s Story,Player 2
master-master,Fox,Samus,Yoshi’s Story,Player 1
master-master,Fox,Fox,Final Destination,Player 1
master-master,Samus,Jigglypuff,Fountain of Dreams,Player 1
master-master,Fox,Captain Falcon,Dream Land,Player 1
master-master,Marth,Marth,Final Destination,Player 2
platinum-platinum,Jigglypuff,Marth,Pokémon Stadium,Player 1
platinum-platinum,Captain Falcon,Fox,Yoshi’s Story,Player 2
platinum-platinum,Falco,Falco,Final Destination,Player 2
platinum-platinum,Peach,Falco,Final Destination,Player 1
platinum-platinum,Peach,Fox,Yoshi’s Story,Player 2
platinum-platinum,Roy,Dr. Mario,Fountain of Dreams,Player 2
platinum-platinum,Fox,Falco,Pokémon Stadium,Player 1
platinum-platinum,Fox,Falco,Yoshi’s Story,Player 1
platinum-platinum,Fox,Captain Falcon,Dream Land,Player 2
platinum-platinum,Sheik,Fox,Final Destination,Player 2
platinum-platinum,Marth,Captain Falcon,Pokémon Stadium,Player 1
platinum-platinum,Sheik,Falco,Dream Land,Player 1
platinum-platinum,Marth,Falco,Yoshi’s Story,Player 2
platinum-platinum,Marth,Peach,Battlefield,Player 2
platinum-platinum,Fox,Mewtwo,Pokémon Stadium,Player 1
platinum-platinum,Fox,Falco,Dream Land,Player 2
platinum-platinum,Sheik,Fox,Yoshi’s Story,Player 1
platinum-platinum,Captain Falcon,Mr. Game & Watch,Fountain of Dreams,Player 1
platinum-platinum,Falco,Fox,Yoshi’s Story,Player 2
platinum-platinum,Falco,Falco,Yoshi’s Story,Player 1
platinum-platinum,Marth,Fox,Final Destination,Player 2
platinum-platinum,Mr. Game & Watch,Peach,Pokémon Stadium,Player 2
platinum-platinum,Yoshi,Dr. Mario,Dream Land,Player 1
platinum-platinum,Fox,Peach,Final Destination,Player 1
platinum-platinum,Fox,Falco,Fountain of Dreams,Player 2
platinum-platinum,Dr. Mario,Falco,Dream Land,Player 1
platinum-platinum,Fox,Link,Final Destination,Player 2
platinum-platinum,Mario,Fox,Final Destination,Player 2
platinum-platinum,Fox,Peach,Final Destination,Player 2
platinum-platinum,Falco,Link,Final Destination,Player 2
platinum-platinum,Captain Falcon,Marth,Pokémon Stadium,Player 1
platinum-platinum,Sheik,Sheik,Final Destination,Player 2
platinum-platinum,Captain Falcon,Peach,Final Destination,Player 2
platinum-platinum,Captain Falcon,Falco,Final Destination,Player 2
platinum-platinum,Jigglypuff,Peach,Final Destination,Player 2
platinum-platinum,Fox,Samus,Final Destination,Player 2
platinum-platinum,Fox,Fox,Final Destination,Player 1
platinum-platinum,Luigi,Marth,Fountain of Dreams,Player 1
platinum-platinum,Falco,Jigglypuff,Final Destination,Player 2
platinum-platinum,Samus,Fox,Final Destination,Player 1
platinum-platinum,Falco,Fox,Yoshi’s Story,Player 1
platinum-platinum,Yoshi,Fox,Yoshi’s Story,Player 2
platinum-platinum,Fox,Peach,Fountain of Dreams,Player 2
platinum-platinum,Marth,Samus,Final Destination,Player 2
platinum-platinum,Falco,Young Link,Yoshi’s Story,Player 2
platinum-platinum,Fox,Sheik,Yoshi’s Story,Player 2
platinum-platinum,Captain Falcon,Peach,Pokémon Stadium,Player 1
platinum-platinum,Falco,Fox,Final Destination,Player 2
platinum-platinum,Sheik,Fox,Dream Land,Player 1
platinum-platinum,Ice Climbers,Peach,Pokémon Stadium,Player 2
platinum-platinum,Ice Climbers,Young Link,Yoshi’s Story,Player 2
platinum-platinum,Pikachu,Ice Climbers,Fountain of Dreams,Player 2
platinum-platinum,Peach,Fox,Yoshi’s Story,Player 2
platinum-platinum,Fox,Luigi,Final Destination,Player 1
platinum-platinum,Luigi,Marth,Final Destination,Player 2
platinum-platinum,Samus,Marth,Yoshi’s Story,Player 2
platinum-platinum,Falco,Marth,Yoshi’s Story,Player 2
platinum-platinum,Marth,Samus,Final Destination,Player 1
platinum-platinum,Falco,Falco,Yoshi’s Story,Player 1
platinum-platinum,Falco,Fox,Final Destination,Player 2
platinum-platinum,Marth,Falco,Final Destination,Player 2
platinum-platinum,Fox,Fox,Final Destination,Player 1
platinum-platinum,Falco,Peach,Final Destination,Player 2
platinum-platinum,Falco,Peach,Final Destination,Player 2
platinum-platinum,Falco,Falco,Battlefield,Player 1
platinum-platinum,Falco,Fox,Fountain of Dreams,Player 1
platinum-platinum,Marth,Peach,Final Destination,Player 1
platinum-platinum,Ice Climbers,Marth,Pokémon Stadium,Player 1
platinum-platinum,Falco,Falco,Final Destination,Player 2
platinum-platinum,Roy,Falco,Pokémon Stadium,Player 1
platinum-platinum,Peach,Fox,Battlefield,Player 2
platinum-platinum,Captain Falcon,Marth,Yoshi’s Story,Player 2
platinum-platinum,Fox,Falco,Battlefield,Player 1
platinum-platinum,Fox,Peach,Pokémon Stadium,Player 1
platinum-platinum,Falco,Roy,Yoshi’s Story,Player 1
platinum-platinum,Bowser,Captain Falcon,Final Destination,Player 2
platinum-platinum,Jigglypuff,Fox,Pokémon Stadium,Player 2
platinum-platinum,Captain Falcon,Dr. Mario,Pokémon Stadium,Player 1
platinum-platinum,Falco,Dr. Mario,Yoshi’s Story,Player 1
platinum-platinum,Captain Falcon,Luigi,Final Destination,Player 2
platinum-platinum,Falco,Fox,Battlefield,Player 1
